atom_id,fire_pct,summary,description,key_evidence,pearson_r,p_value,n_heldout
1307,8.66224602673633,"The atom activates on sinus rhythm with normal QRS duration, normal frontal axis, and absence of tachycardia or conduction abnormalities.","This detector identifies ECGs with sinus rhythm (or sinus bradycardia), heart rate <90 bpm, QRS duration ≤110ms, and QRS frontal axis between approximately -35° and +30°. It specifically excludes tachycardia (HR ≥100 bpm), wide QRS complexes (≥140ms), extreme axis deviations (beyond ±60°), bundle branch blocks, paced rhythms, and atrial fibrillation. The detector represents a constellation of normal electrophysiological conduction patterns.","Heart rate <90 bpm (no sinus tachycardia); QRS duration ≤110ms (narrow-to-normal QRS, no bundle branch block); QRS axis between -35° and +30° (normal frontal axis); Sinus rhythm without pacing or atrial fibrillation",0.392611341117598,0.08684203957109504,20
1340,8.647621666552089,The atom activates on hemodynamically stable sinus rhythm with normal cardiac axis and heart rate in the physiologic resting range,"This detector activates on uncomplicated sinus rhythm with heart rate 66-79 bpm and QRS axis within -20° to +70°. It requires absence of conduction abnormalities (no bundle branch blocks, no intraventricular conduction defects), no paced rhythms, no atrial fibrillation, and no left ventricular hypertrophy. The ECGs show physiologically normal electrical activation patterns without structural or rhythm complications.","Heart rate 66-79 bpm (resting physiologic range); QRS axis -20° to +70° (normal range, avoiding extremes); Pure sinus rhythm without bundle branch blocks, pacing, atrial fibrillation, or LVH",-0.005615742628074221,0.9812535856858027,20
1454,8.532251713987513,"The atom activates on elevated heart rate, particularly in the range of 90-110 bpm","This detector identifies ECGs with elevated heart rate, specifically activating strongly when HR ≥90 bpm and showing no activation when HR ≤86 bpm. The pattern is most prominent in sinus tachycardia (HR >100 bpm) but also activates in upper-normal sinus rhythm (HR 83-99 bpm). The activation is independent of other ECG abnormalities, occurring in both normal ECGs and those with conduction blocks, axis deviations, or repolarization changes.",Heart rate ≥90 bpm strongly predicts HIGH activation; All ZERO activation cases have HR ≤86 bpm; MEDIUM activation occurs in intermediate HR range (65-102 bpm); Rhythm type (sinus rhythm vs tachycardia vs arrhythmia) less important than absolute heart rate,0.3545598473530622,0.12506082755428896,20
1178,8.47950402169905,The atom activates on ECGs showing ST-T abnormalities suggestive of myocardial ischemia in the presence of normal to rightward QRS axis (typically 0° to 80°),"This detector identifies ECGs with ST-T segment abnormalities described as potentially ischemic (phrases like 'may be due to myocardial ischemia', 'consider ischemia', 'extensive ST-T changes', 'ST elevation') combined with QRS axis in the normal to rightward range (approximately 0° to 80°). HIGH activation requires both ischemic ST-T changes AND absence of significant left axis deviation. ZERO cases typically have either normal ECGs, left axis deviation (< -30°), or only nonspecific ST-T changes without ischemic concern.","QRS axis 0° to 80° (normal to rightward); ST-T abnormalities described with ischemic language ('may be due to myocardial ischemia', 'consider ischemia', 'extensive ST-T changes'); Absence of significant left axis deviation (excludes < -30°)",0.16345898591406585,0.49107799778886524,20
1066,8.428256263788459,"The atom activates on ECGs with normal to mildly rightward QRS axis (approximately -15° to +60°), narrow QRS duration (<90ms preferred), and absence of marked leftward axis deviation or pacing.","This detector identifies ECGs with physiologically normal QRS axis orientation, typically ranging from -15° to +60°, avoiding leftward axis deviation (≤-20°). HIGH activation favors QRS duration <90ms and occurs regardless of other findings (can include infarcts, normal ECGs, or mild abnormalities). ZERO activation is strongly associated with leftward axis (QRS axis ≤-15°), paced rhythms, wider QRS complexes (≥90ms), and reports explicitly mentioning 'leftward axis' or demand pacing.",QRS axis between -15° and +60° (avoiding leftward deviation); QRS duration <90ms; Absence of pacing rhythms and absence of 'leftward axis' in report,0.01967227515464138,0.9343924121246707,20
766,8.392257838719557,"The atom activates on ECGs with heart rates in the mid-normal range (approximately 70-85 bpm), specifically avoiding bradycardia (<65 bpm) and tachycardia (>95 bpm).","This detector identifies ECGs with sinus rhythm and heart rates between approximately 70-85 bpm. HIGH activation occurs consistently when HR is 71-82 bpm with normal sinus rhythm. ZERO activation is seen with bradycardia (HR 57-58 bpm), tachycardia (HR 92-100 bpm), or junctional rhythms. The detector does not distinguish based on QRS morphology, axis, or presence of infarcts, but rather selects a specific heart rate window within the normal range.","Heart rate 70-85 bpm (all HIGH cases: 71-82 bpm); Exclusion of bradycardia <65 bpm (ZERO cases at 57-58 bpm); Exclusion of tachycardia >90 bpm (ZERO cases at 92, 100 bpm)",0.7392505934696643,0.00019596082440984263,20
230,8.37163374102383,"The atom activates on sinus rhythm ECGs with mildly prolonged QRS duration (92-112ms) and intact AV conduction, particularly when PR interval is measurably prolonged (≥150ms)","This detector identifies ECGs in sinus rhythm with QRS durations in the 92-112ms range (upper normal to mildly prolonged, but not meeting bundle branch block criteria) combined with preserved AV conduction showing PR intervals typically ≥150ms. It specifically excludes paced rhythms, atrial fibrillation, bundle branch blocks (QRS ≥120ms), and very narrow QRS complexes (<90ms). The pattern suggests mild intraventricular conduction delay with first-degree AV block or borderline prolonged AV conduction.","QRS duration 92-112ms (mildly prolonged but <120ms); PR interval ≥150ms in most cases; Sinus rhythm with intact AV conduction (excludes pacing, AFib, and complete BBB)",0.10426288464075044,0.6617849639820009,20
1254,8.250889023605218,The atom activates on atrial fibrillation and atrial flutter,"This detector identifies ECGs with supraventricular arrhythmias characterized by absent or abnormal atrial activity. HIGH activation occurs with atrial fibrillation, atrial flutter, or severe AV conduction abnormalities where organized P waves are absent. ZERO activation uniformly shows sinus rhythm with normal P wave activity. The rhythm disturbance is the primary feature, with low QRS voltages frequently present as a secondary finding in HIGH-activation cases.",Atrial fibrillation or atrial flutter in rhythm diagnosis; Absence of normal sinus P waves; Irregular ventricular response or advanced AV block,0.3156945888185345,0.17513086716940848,20
1000,8.146893573406164,"The atom activates on ECGs showing normal sinus rhythm with physiologically normal heart rate (70-82 bpm) and conduction intervals, without significant cardiac pathology or conduction system disease.","This detector identifies ECGs with heart rates in the comfortable normal range (70-82 bpm), normal PR intervals (130-176ms), normal QRS durations (<110ms), and absence of significant cardiac pathology. HIGH activation occurs with reports stating 'Normal ECG' or only minor nonspecific findings. ZERO activation occurs with bradycardia (<65 bpm) or tachycardia (>95 bpm), conduction abnormalities (1st degree AV block, bundle branch blocks), chamber enlargement (LVH, LAE), or ischemic findings.","Heart rate 70-82 bpm (vs extremes: <65 or >95 bpm in ZERO); Absence of conduction disease (no AV blocks, no bundle branch blocks present in HIGH); Report findings of 'Normal ECG' or only nonspecific changes (vs LVH, infarcts, chamber enlargement in ZERO)",0.6741308378228847,0.0011163458179370498,20
394,8.042398145081153,The atom activates on ECGs with shorter PR intervals and relatively higher heart rates in sinus rhythm,"This detector activates strongly when the PR interval is ≤170ms (typically 120-166ms) combined with heart rates in the upper normal to mildly tachycardic range (≥75 bpm, typically 76-94 bpm) during sinus rhythm or sinus arrhythmia. It shows minimal or zero activation when PR intervals are prolonged (≥170ms), particularly when associated with bradycardia (HR <65 bpm) or when borderline first-degree AV block is present (PR ≥196ms). The detector appears to identify normal or enhanced AV nodal conduction patterns.",PR interval ≤170ms vs ≥170ms; Heart rate ≥75 bpm vs <65 bpm; Sinus rhythm without bradycardia or AV conduction delay,0.011338838715567312,0.9621585968307734,20
507,8.00139993875268,"The atom activates on ECGs with heart rates in the specific narrow range of 59-63 bpm, representing mild bradycardia or low-normal sinus rates.","This detector identifies ECGs with heart rates between 59-63 beats per minute, inclusive. This represents the borderline between sinus bradycardia (HR <60) and low-normal sinus rhythm (HR 60-63). The activation is independent of rhythm type, conduction abnormalities, axis deviation, or structural heart disease. ZERO activation occurs when HR ≥65 bpm, with MEDIUM activation representing the transitional zone (58-66 bpm range).","Heart rate 59-63 bpm in all HIGH cases; Heart rate ≥65 bpm in all ZERO cases; Activation independent of rhythm, axis, QRS duration, or structural abnormalities",0.8415545970220193,3.3128684222044772e-06,20
