atom_id,category,n_enriched_concepts,enriched_concepts,fire_count,fire_pct
445,Separable,1,TXT:Marked sinus bradycardia,6618,0.8272138093958389
446,Separable,1,TXT:Atrial flutter with rapid ventricular re,9832,1.2289462336022798
447,Separable,1,TXT:Probable sinus tachycardia,10519,1.3148174767353928
448,Uninformative,0,,1287,0.16086796202666134
449,Uninformative,0,,3,0.000374983594467742
450,Uninformative,0,,66,0.008249639078290325
451,Uninformative,0,,2,0.0002499890629784947
452,Uninformative,0,,2,0.0002499890629784947
453,Uninformative,0,,94,0.01174948595998925
454,Entangled,3,"TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",4714,0.589224221440312
455,Uninformative,0,,10194,1.2741942540013875
456,Uninformative,0,,35,0.004374808602123657
457,Uninformative,0,,140423,17.55210709531458
458,Uninformative,0,,38,0.0047497921965913995
459,Uninformative,0,,22,0.0027498796927634414
460,Uninformative,0,,53796,6.72420581599555
461,Uninformative,0,,618,0.07724662046035485
462,Uninformative,0,,9801,1.2250714031261132
463,Uninformative,0,,12730,1.5911803858581186
464,Separable,1,TXT:Probable sinus tachycardia,6436,0.8044648046647959
465,Uninformative,0,,4540,0.567475172961183
466,Uninformative,0,,37834,4.729043104364184
467,Entangled,3,TXT:Ventricular pacing; TXT:Sinus rhythm with bigeminal PVCs; TXT:Accelerated idioventricular rhythm,63137,7.89177973463661
468,Uninformative,0,,11283,1.410313298793178
469,Uninformative,0,,4,0.0004999781259569894
470,Uninformative,0,,6,0.000749967188935484
471,Entangled,5,"TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter; TXT:Atrial flutter with 4:1 A-V block; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",19213,2.401519933502909
472,Uninformative,0,,1246,0.15574318623560218
473,Separable,1,TXT:Atrial flutter with rapid ventricular re,4495,0.5618504190441668
474,Uninformative,0,,4835,0.6043485597505109
475,Separable,1,TXT:Severe right axis deviation,7889,0.9860818589186723
476,Entangled,3,TXT:Atrial fibrillation with slow ventricula; TXT:Possible idioventricular rhythm with slo; TXT:Probable junctional rhythm,28464,3.5578443443099363
477,Separable,1,TXT:Probable supraventricular tachycardia,1859,0.23236483403851083
478,Uninformative,0,,11,0.0013749398463817207
479,Dead,0,,0,0.0
480,Uninformative,0,,1,0.00012499453148924735
481,Uninformative,0,,1,0.00012499453148924735
482,Uninformative,0,,10,0.0012499453148924736
483,Uninformative,0,,70119,8.764491553494535
484,Uninformative,0,,21511,2.6887573668652
485,Uninformative,0,,5779,0.7223433974763604
486,Separable,1,TXT:Anterolateral ST-T changes may be due to,71659,8.956983131987975
487,Uninformative,0,,14,0.0017499234408494629
488,Entangled,3,"TXT:Abnormal R-wave progression, early trans; TXT:RBBB and LAFB; TXT:ST elev, probable normal early repol pat",48263,6.032611073265545
489,Uninformative,0,,5,0.0006249726574462368
490,Entangled,3,NUM:st_depression; TXT:Atrial flutter; TXT:Atrial flutter with uncontrolled ventric,76380,9.547082315148712
491,Uninformative,0,,46,0.005749748448505378
492,Dead,0,,0,0.0
493,Uninformative,0,,226,0.0282487641165699
494,Uninformative,0,,33,0.004124819539145163
495,Entangled,8,"NUM:tachycardia; NUM:st_depression; TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",62778,7.84690669783197
496,Uninformative,0,,127,0.015874305499134413
497,Uninformative,0,,5549,0.6935946552338336
498,Uninformative,0,,40112,5.01378064709669
499,Uninformative,0,,7,0.0008749617204247314
500,Dead,0,,0,0.0
501,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,6141,0.7675914178754679
502,Uninformative,0,,47877,5.984363184110695
503,Entangled,3,TXT:Ventricular pacing; TXT:A-V sequential pacemaker; TXT:Sinus rhythm with bigeminal PVCs,21515,2.6892573449911565
504,Separable,1,TXT:Marked sinus bradycardia,1627,0.20336610273300543
505,Uninformative,0,,8908,1.1134512865062154
506,Uninformative,0,,18953,2.369021355315705
507,Uninformative,0,,64014,8.00139993875268
508,Uninformative,0,,50159,6.269600704969157
509,Uninformative,0,,9,0.0011249507834032262
510,Uninformative,0,,27941,3.49247220434106
511,Uninformative,0,,2205,0.2756129419337904
512,Uninformative,0,,20052,2.5063903454223877
513,Entangled,5,"TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",8775,1.0968270138181455
514,Separable,1,TXT:Incomplete RBBB,10897,1.3620654096383282
515,Uninformative,0,,11776,1.4719356028173767
516,Uninformative,0,,814,0.10174554863224734
517,Uninformative,0,,11,0.0013749398463817207
518,Separable,1,TXT:Atrial fibrillation with slow ventricula,17570,2.196153918266076
519,Uninformative,0,,25598,3.1996100170617536
520,Uninformative,0,,6,0.000749967188935484
521,Uninformative,0,,6,0.000749967188935484
522,Uninformative,0,,9256,1.1569493834644735
523,Entangled,4,"TXT:Extensive infarct - age undetermined; TXT:Possible extensive infarct - age undeter; TXT:Anterolateral infarct - age undetermined; TXT:Extreme tachycardia with wide complex, n",26419,3.3022305274144257
524,Uninformative,0,,23140,2.892373458661184
525,Uninformative,0,,4434,0.5542257526233227
526,Uninformative,0,,12,0.001499934377870968
527,Uninformative,0,,7573,0.9465835869680701
528,Uninformative,0,,20,0.002499890629784947
529,Uninformative,0,,42447,5.305642878124082
530,Dead,0,,0,0.0
531,Separable,1,TXT:RBBB and LAFB,4354,0.5442261901041829
532,Uninformative,0,,975,0.12186966820201617
533,Uninformative,0,,1,0.00012499453148924735
534,Uninformative,0,,1240,0.1549932190466667
535,Entangled,3,"TXT:Abnormal R-wave progression, early trans; TXT:RBBB and LAFB; TXT:ST elev, probable normal early repol pat",53499,6.687082440143244
536,Uninformative,0,,1,0.00012499453148924735
537,Dead,0,,0,0.0
538,Uninformative,0,,8,0.0009999562519139788
539,Uninformative,0,,1533,0.19161661677301617
540,Entangled,2,"TXT:Abnormal R-wave progression, early trans; TXT:ST elev, probable normal early repol pat",27750,3.468598248826614
541,Uninformative,0,,262,0.032748567250182804
542,Uninformative,0,,3553,0.44410557038129583
543,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,8182,1.0227052566450219
544,Entangled,6,"NUM:tachycardia; TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",61702,7.71241258194954
545,Entangled,4,"TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with 4:1 A-V block; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",5446,0.6807202184904411
546,Uninformative,0,,613,0.07662164780290863
547,Uninformative,0,,13,0.0016249289093602155
548,Uninformative,0,,20,0.002499890629784947
549,Uninformative,0,,10224,1.2779440899460648
550,Uninformative,0,,4,0.0004999781259569894
551,Entangled,2,TXT:Probable sinus tachycardia; TXT:Atrial flutter with uncontrolled ventric,77399,9.674451742736256
552,Uninformative,0,,5799,0.7248432881061454
553,Uninformative,0,,1024,0.1279944002449893
554,Uninformative,0,,52663,6.582587011818233
555,Entangled,3,TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter; TXT:Atrial flutter with 4:1 A-V block,15820,1.977413488159893
556,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,7710,0.963707837782097
557,Entangled,4,TXT:Ventricular pacing; TXT:A-V sequential pacemaker; TXT:Accelerated idioventricular rhythm; TXT:Atrial-sensed ventricular-paced rhythm,19590,2.4486428718743554
558,Uninformative,0,,8,0.0009999562519139788
559,Uninformative,0,,343,0.04287312430081184
560,Separable,1,TXT:Severe right axis deviation,41328,5.165773997387614
561,Uninformative,0,,19335,2.4167692663445974
562,Uninformative,0,,41652,5.206272225590131
563,Entangled,3,TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric,10486,1.3106926571962476
564,Entangled,2,"NUM:tachycardia; TXT:Lateral ST elevation, CONSIDER ACUTE INF",41816,5.226771328754367
565,Uninformative,0,,14888,1.8609185848119145
566,Uninformative,0,,5891,0.7363427850031561
567,Uninformative,0,,25427,3.178235952177092
568,Separable,1,TXT:RBBB and LAFB,15678,1.95966426468842
569,Entangled,8,NUM:wide_qrs; NUM:right_axis; TXT:Severe right axis deviation; TXT:Accelerated idioventricular rhythm; TXT:RBBB and LAFB; TXT:Undetermined rhythm; TXT:Possible idioventricular rhythm with slo; TXT:Incomplete RBBB,77174,9.646327973151175
570,Separable,1,TXT:Atrial flutter with 4:1 A-V block,5911,0.738842675632941
571,Separable,1,TXT:Atrial flutter with rapid ventricular re,17678,2.2096533276669144
572,Uninformative,0,,21073,2.6340097620729095
573,Uninformative,0,,76641,9.579705887867405
574,Uninformative,0,,20,0.002499890629784947
575,Uninformative,0,,9948,1.2434455992550326
576,Separable,1,TXT:Anterolateral ST-T changes may be due to,73922,9.239845756748142
577,Uninformative,0,,31159,3.894704606673458
578,Uninformative,0,,3,0.000374983594467742
579,Uninformative,0,,755,0.09437087127438175
580,Uninformative,0,,5,0.0006249726574462368
581,Uninformative,0,,10663,1.3328166892698445
582,Uninformative,0,,55204,6.900198116332411
583,Uninformative,0,,12,0.001499934377870968
584,Uninformative,0,,26,0.003249857818720431
585,Uninformative,0,,14719,1.8397945089902317
586,Uninformative,0,,50812,6.351222134031636
587,Separable,1,TXT:Anterolateral ST-T changes may be due to,30267,3.7832094845850492
588,Uninformative,0,,15763,1.9702887998650058
589,Separable,1,TXT:Atrial flutter with rapid ventricular re,16513,2.0640346984819415
590,Entangled,4,"TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",7991,0.9988313011305755
591,Uninformative,0,,2,0.0002499890629784947
592,Uninformative,0,,32,0.003999825007655915
593,Uninformative,0,,11305,1.4130631784859413
594,Uninformative,0,,20217,2.5270144431181136
595,Uninformative,0,,8,0.0009999562519139788
596,Uninformative,0,,6708,0.8384633172298712
597,Uninformative,0,,6,0.000749967188935484
598,Entangled,2,NUM:right_axis; TXT:Severe right axis deviation,11615,1.451811483247608
599,Uninformative,0,,1561,0.1951164636547151
600,Uninformative,0,,825,0.10312048847862906
601,Uninformative,0,,2,0.0002499890629784947
602,Uninformative,0,,11311,1.4138131456748768
603,Uninformative,0,,3313,0.4141068828238765
604,Uninformative,0,,10390,1.29869318217328
605,Uninformative,0,,38,0.0047497921965913995
606,Uninformative,0,,964,0.12049472835563445
607,Dead,0,,0,0.0
608,Uninformative,0,,58,0.007249682826376346
609,Entangled,3,"TXT:RBBB and LAFB; TXT:Extreme tachycardia with wide complex, n; TXT:Atrial-sensed ventricular-paced rhythm",19017,2.3770210053310166
610,Separable,1,TXT:Atrial fibrillation with slow ventricula,27277,3.4094758354322
611,Uninformative,0,,6157,0.769591330379296
612,Uninformative,0,,18,0.0022499015668064524
613,Uninformative,0,,14307,1.7882967620166619
614,Separable,1,TXT:Probable junctional rhythm,48264,6.032736067797034
615,Separable,1,TXT:Marked sinus bradycardia,29378,3.6720893460911084
616,Entangled,5,"TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",3910,0.48872861812295715
617,Uninformative,0,,9013,1.1265757123125864
618,Uninformative,0,,2133,0.2666133356665646
619,Uninformative,0,,12885,1.6105545382389521
620,Separable,1,TXT:A-V sequential pacemaker,5901,0.7375927303180486
621,Uninformative,0,,357,0.0446230477416613
622,Uninformative,0,,776,0.09699575643565594
623,Uninformative,0,,44908,5.6132544201191195
624,Uninformative,0,,1493,0.1866168355134463
625,Uninformative,0,,41,0.005124775791059141
626,Uninformative,0,,18,0.0022499015668064524
627,Uninformative,0,,1,0.00012499453148924735
628,Uninformative,0,,60946,7.617916716143669
629,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,1771,0.22136531526745704
630,Uninformative,0,,1263,0.15786809327091939
631,Entangled,2,NUM:tachycardia; TXT:Probable sinus tachycardia,46547,5.8181204572299965
632,Uninformative,0,,33877,4.234439743261232
633,Entangled,4,TXT:Ventricular pacing; TXT:A-V sequential pacemaker; TXT:Accelerated idioventricular rhythm; TXT:Atrial-sensed ventricular-paced rhythm,18901,2.3625216396782642
634,Separable,1,NUM:tachycardia,40383,5.047654165130275
635,Uninformative,0,,1705,0.21311567618916671
636,Uninformative,0,,786,0.09824570175054842
637,Uninformative,0,,18889,2.3610217053003932
638,Entangled,3,TXT:Ventricular pacing; TXT:A-V sequential pacemaker; TXT:Atrial-sensed ventricular-paced rhythm,14138,1.767172686194979
639,Uninformative,0,,26886,3.3606029736199043
640,Uninformative,0,,49477,6.184354434493491
641,Uninformative,0,,82935,10.366421469060729
642,Uninformative,0,,22020,2.7523795833932265
643,Uninformative,0,,3063,0.38285824995156464
644,Uninformative,0,,19979,2.4972657446236726
645,Separable,1,TXT:Marked sinus bradycardia,3131,0.39135787809283346
646,Uninformative,0,,4,0.0004999781259569894
647,Uninformative,0,,1,0.00012499453148924735
648,Uninformative,0,,808,0.10099558144331186
649,Uninformative,0,,3252,0.4064822164030324
650,Uninformative,0,,12921,1.6150543413725649
651,Entangled,3,TXT:Probable sinus tachycardia; TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric,9671,1.208822114032511
652,Uninformative,0,,2345,0.29311217634228504
653,Uninformative,0,,5,0.0006249726574462368
654,Uninformative,0,,4,0.0004999781259569894
655,Uninformative,0,,18512,2.313898766928947
656,Separable,1,TXT:A-V sequential pacemaker,10104,1.262944746167355
657,Uninformative,0,,23,0.002874874224252689
658,Uninformative,0,,2603,0.3253607654665108
659,Uninformative,0,,10,0.0012499453148924736
660,Uninformative,0,,1060,0.13249420337860218
661,Uninformative,0,,145,0.018124207065940864
662,Entangled,3,NUM:wide_qrs; TXT:Accelerated idioventricular rhythm; TXT:Tall T waves - consider acute ischemia o,50500,6.312223840206991
663,Separable,1,TXT:Atrial flutter with rapid ventricular re,20149,2.518514814976845
664,Uninformative,0,,9247,1.1558244326810703
665,Uninformative,0,,27903,3.4877224121444685
666,Uninformative,0,,17767,2.2207778409694576
667,Uninformative,0,,4,0.0004999781259569894
668,Uninformative,0,,522,0.06524714543738712
669,Uninformative,0,,3,0.000374983594467742
670,Uninformative,0,,24511,3.063740961332942
671,Uninformative,0,,40,0.004999781259569894
672,Uninformative,0,,79513,9.938690182304525
673,Uninformative,0,,33984,4.2478141581305815
674,Uninformative,0,,52243,6.530089308592749
675,Uninformative,0,,3072,0.38398320073496783
676,Uninformative,0,,3,0.000374983594467742
677,Uninformative,0,,30773,3.8464567175186084
678,Separable,1,NUM:bradycardia,45745,5.71787484297562
679,Uninformative,0,,28853,3.6064672170592535
680,Separable,1,TXT:Atrial flutter with 4:1 A-V block,50185,6.272850562787878
681,Uninformative,0,,331,0.041373189922940874
682,Separable,1,NUM:left_axis,70250,8.780865837119626
683,Entangled,2,NUM:tachycardia; TXT:Atrial flutter with rapid ventricular re,49927,6.240601973663653
684,Uninformative,0,,7,0.0008749617204247314
685,Uninformative,0,,36020,4.502303024242689
686,Uninformative,0,,368,0.04599798758804302
687,Uninformative,0,,18,0.0022499015668064524
688,Uninformative,0,,3187,0.3983575718562313
689,Uninformative,0,,2174,0.2717381114576237
690,Entangled,2,"TXT:Abnormal R-wave progression, early trans; TXT:ST elev, probable normal early repol pat",42190,5.273519283531345
691,Uninformative,0,,7,0.0008749617204247314
692,Entangled,4,NUM:bradycardia; TXT:Atrial fibrillation with slow ventricula; TXT:Possible idioventricular rhythm with slo; TXT:Probable junctional rhythm,52267,6.533089177348491
693,Uninformative,0,,3949,0.49360340485103776
694,Dead,0,,0,0.0
695,Entangled,5,TXT:Ventricular pacing; TXT:A-V sequential pacemaker; TXT:Extensive infarct - age undetermined; TXT:Accelerated idioventricular rhythm; TXT:Atrial-sensed ventricular-paced rhythm,17098,2.1371564994031513
696,Uninformative,0,,2847,0.3558594311498872
697,Entangled,4,"TXT:Abnormal R-wave progression, early trans; TXT:RBBB and LAFB; TXT:ST elev, probable normal early repol pat; TXT:Atrial-sensed ventricular-paced rhythm",59809,7.475797933840394
698,Entangled,3,TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric,7173,0.8965857743723712
699,Uninformative,0,,10701,1.3375664814664359
700,Uninformative,0,,144,0.01799921253445162
701,Entangled,2,NUM:bradycardia; TXT:Probable junctional rhythm,48487,6.060609848319136
702,Entangled,3,TXT:Ventricular pacing; TXT:A-V sequential pacemaker; TXT:Extensive infarct - age undetermined,14553,1.8190454167630166
703,Separable,1,"TXT:Extreme tachycardia with wide complex, n",1810,0.2262401019955377
704,Uninformative,0,,169,0.0211240758216828
705,Entangled,2,"TXT:Marked sinus bradycardia; TXT:Extreme tachycardia with wide complex, n",4644,0.5804746042360647
706,Uninformative,0,,30562,3.8200828713743773
707,Uninformative,0,,6648,0.8309636453405164
708,Uninformative,0,,9,0.0011249507834032262
709,Entangled,6,"TXT:Ventricular pacing; TXT:A-V sequential pacemaker; TXT:Extensive infarct - age undetermined; TXT:Accelerated idioventricular rhythm; TXT:Extreme tachycardia with wide complex, n; TXT:Atrial-sensed ventricular-paced rhythm",20840,2.6048860362359147
710,Uninformative,0,,1,0.00012499453148924735
711,Uninformative,0,,11427,1.4283125113276294
712,Entangled,3,TXT:Ventricular pacing; TXT:Accelerated idioventricular rhythm; TXT:Atrial flutter with 4:1 A-V block,13440,1.6799265032154844
713,Uninformative,0,,2,0.0002499890629784947
714,Entangled,2,TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric,13683,1.7103001743673714
715,Entangled,2,TXT:Sinus rhythm with bigeminal PVCs; TXT:Marked sinus bradycardia,27913,3.488972357459361
716,Uninformative,0,,15069,1.8835425950114681
717,Entangled,2,TXT:Atrial fibrillation with slow ventricula; TXT:Marked sinus bradycardia,5364,0.6704706669083228
718,Uninformative,0,,7,0.0008749617204247314
719,Uninformative,0,,23,0.002874874224252689
720,Uninformative,0,,13631,1.7038004587299305
721,Uninformative,0,,6863,0.8578374696107045
722,Uninformative,0,,6377,0.7970901273069303
723,Uninformative,0,,9731,1.216321785921866
724,Separable,1,"TXT:Lateral ST elevation, CONSIDER ACUTE INF",68585,8.572749942190029
725,Entangled,3,"TXT:Abnormal R-wave progression, early trans; TXT:RBBB and LAFB; TXT:ST elev, probable normal early repol pat",42763,5.345141150074684
726,Uninformative,0,,46792,5.848744117444862
727,Entangled,3,TXT:Severe right axis deviation; TXT:Accelerated idioventricular rhythm; TXT:Atrial flutter with 4:1 A-V block,21487,2.685757498109458
728,Separable,1,TXT:Anterolateral infarct - age undetermined,24079,3.009743323729587
729,Uninformative,0,,10,0.0012499453148924736
730,Uninformative,0,,17,0.002124907035317205
731,Uninformative,0,,39219,4.902160530476792
732,Uninformative,0,,2108,0.2634884723793334
733,Uninformative,0,,9467,1.1833232296087046
734,Uninformative,0,,106,0.013249420337860219
735,Uninformative,0,,39,0.004874786728080647
736,Uninformative,0,,3455,0.4318561062953496
737,Uninformative,0,,24410,3.0511165136525276
738,Uninformative,0,,379,0.04737292743442474
739,Uninformative,0,,9,0.0011249507834032262
740,Entangled,10,NUM:wide_qrs; NUM:left_axis; TXT:Ventricular pacing; TXT:Atrial fibrillation with slow ventricula; TXT:Extensive infarct - age undetermined; TXT:Accelerated idioventricular rhythm; TXT:Atrial flutter with 4:1 A-V block; TXT:Undetermined rhythm; TXT:Possible idioventricular rhythm with slo; TXT:Probable junctional rhythm,71734,8.966357721849668
741,Uninformative,0,,12,0.001499934377870968
742,Separable,1,TXT:Anterolateral ST-T changes may be due to,47026,5.877992837813346
743,Entangled,2,"TXT:Abnormal R-wave progression, early trans; TXT:ST elev, probable normal early repol pat",52851,6.606085983738211
744,Uninformative,0,,20,0.002499890629784947
745,Uninformative,0,,6957,0.8695869555706938
746,Uninformative,0,,2,0.0002499890629784947
747,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,12728,1.5909303967951403
748,Uninformative,0,,10340,1.2924434555988176
749,Uninformative,0,,23,0.002874874224252689
750,Entangled,3,"TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",6696,0.8369633828520002
751,Separable,1,TXT:Atrial flutter with 4:1 A-V block,35978,4.497053253920141
752,Dead,0,,0,0.0
753,Separable,1,TXT:Atrial flutter with rapid ventricular re,8016,1.0019561644178068
754,Uninformative,0,,16353,2.044035573443662
755,Uninformative,0,,6,0.000749967188935484
756,Uninformative,0,,63676,7.959151787109314
757,Entangled,5,"TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter; TXT:Atrial flutter with 4:1 A-V block; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",32793,4.098945671126888
758,Uninformative,0,,730,0.09124600798715056
759,Uninformative,0,,751,0.09387089314842476
760,Uninformative,0,,14078,1.759673014305624
761,Separable,1,TXT:Atrial-sensed ventricular-paced rhythm,14153,1.7690476041673178
762,Uninformative,0,,7,0.0008749617204247314
763,Uninformative,0,,4631,0.5788496753267045
764,Uninformative,0,,8,0.0009999562519139788
765,Uninformative,0,,12262,1.532682945121151
766,Uninformative,0,,67141,8.392257838719557
767,Entangled,2,TXT:Ventricular pacing; TXT:Atrial-sensed ventricular-paced rhythm,33023,4.127694413369415
768,Entangled,4,"TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",6949,0.8685869993187798
769,Uninformative,0,,59904,7.487672414331873
770,Uninformative,0,,29687,3.7107126563212858
771,Uninformative,0,,1340,0.16749267219559144
772,Uninformative,0,,438,0.054747604792290336
773,Uninformative,0,,1603,0.2003662339772635
774,Uninformative,0,,24329,3.0409919566018986
775,Uninformative,0,,33245,4.155443199360028
776,Uninformative,0,,23553,2.9439962001662425
777,Separable,1,NUM:bradycardia,36690,4.5860493603404855
778,Uninformative,0,,8,0.0009999562519139788
779,Uninformative,0,,6,0.000749967188935484
780,Uninformative,0,,50,0.006249726574462367
781,Entangled,5,TXT:Atrial fibrillation with slow ventricula; TXT:Sinus rhythm with bigeminal PVCs; TXT:Marked sinus bradycardia; TXT:Possible idioventricular rhythm with slo; TXT:Probable junctional rhythm,18694,2.33664777165999
782,Uninformative,0,,53499,6.687082440143244
783,Uninformative,0,,20,0.002499890629784947
784,Uninformative,0,,118263,14.782228277512859
785,Uninformative,0,,4223,0.5278519064790915
786,Uninformative,0,,14679,1.8347947277306618
787,Uninformative,0,,41227,5.153149549707201
788,Uninformative,0,,6590,0.82371396251414
789,Entangled,4,"TXT:Ventricular pacing; TXT:Extensive infarct - age undetermined; TXT:Extreme tachycardia with wide complex, n; TXT:Atrial-sensed ventricular-paced rhythm",21000,2.6248851612741944
790,Uninformative,0,,31,0.003874830476166668
791,Uninformative,0,,78187,9.772947433549783
792,Uninformative,0,,4,0.0004999781259569894
793,Uninformative,0,,54040,6.754704481678926
794,Uninformative,0,,30,0.0037498359446774205
795,Uninformative,0,,899,0.11237008380883336
796,Uninformative,0,,361,0.045123025867618294
797,Uninformative,0,,3295,0.41185698125707
798,Uninformative,0,,3928,0.4909785196897636
799,Entangled,2,"TXT:Sinus rhythm with bigeminal PVCs; TXT:Extreme tachycardia with wide complex, n",10969,1.3710650159055542
800,Entangled,3,"TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",8829,1.1035767185185648
801,Uninformative,0,,24500,3.06236602148656
802,Entangled,4,"TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric; TXT:Extreme tachycardia with wide complex, n",6892,0.8614623110238927
803,Entangled,12,"NUM:wide_qrs; TXT:Ventricular pacing; TXT:Severe right axis deviation; TXT:A-V sequential pacemaker; TXT:Extensive infarct - age undetermined; TXT:Possible extensive infarct - age undeter; TXT:Accelerated idioventricular rhythm; TXT:Lateral infarct - age undetermined; TXT:Anterolateral infarct - age undetermined; TXT:Undetermined rhythm; TXT:Extreme tachycardia with wide complex, n; TXT:Possible idioventricular rhythm with slo",49496,6.1867293305917865
804,Separable,1,"TXT:Extreme tachycardia with wide complex, n",10990,1.3736899010668284
805,Uninformative,0,,95447,11.930353047054192
806,Uninformative,0,,30969,3.870955645690501
807,Uninformative,0,,33,0.004124819539145163
808,Uninformative,0,,25861,3.2324835788434254
809,Uninformative,0,,134,0.016749267219559143
810,Entangled,2,TXT:Sinus rhythm with bigeminal PVCs; TXT:Marked sinus bradycardia,8278,1.0347047316679896
811,Uninformative,0,,1,0.00012499453148924735
812,Uninformative,0,,424,0.052997681351440874
813,Entangled,2,TXT:Ventricular pacing; TXT:A-V sequential pacemaker,12246,1.530683032617323
814,Uninformative,0,,688,0.08599623766460217
815,Uninformative,0,,8,0.0009999562519139788
816,Uninformative,0,,21299,2.662258526189479
817,Separable,1,TXT:A-V sequential pacemaker,5917,0.7395926428218765
818,Uninformative,0,,4,0.0004999781259569894
819,Uninformative,0,,886,0.11074515489947315
820,Uninformative,0,,8569,1.0710781403313605
821,Uninformative,0,,19151,2.393770272550576
822,Uninformative,0,,8,0.0009999562519139788
823,Uninformative,0,,39399,4.924659546144857
824,Entangled,3,TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric,2616,0.32698569437587105
825,Uninformative,0,,17135,2.141781297068253
826,Uninformative,0,,5,0.0006249726574462368
827,Entangled,2,"TXT:Abnormal R-wave progression, early trans; TXT:ST elev, probable normal early repol pat",37274,4.659046166730206
828,Entangled,5,TXT:Ventricular pacing; TXT:Extensive infarct - age undetermined; TXT:Possible extensive infarct - age undeter; TXT:Accelerated idioventricular rhythm; TXT:Anterolateral infarct - age undetermined,14839,1.8547938527689414
829,Uninformative,0,,112,0.013999387526795703
830,Entangled,3,TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with rapid ventricular re; TXT:Atrial flutter with uncontrolled ventric,10788,1.3484410057060003
831,Entangled,3,TXT:Severe right axis deviation; TXT:Possible extensive infarct - age undeter; TXT:Anterolateral infarct - age undetermined,48678,6.0844838038335824
832,Separable,1,"TXT:Extreme tachycardia with wide complex, n",14846,1.855668814489366
833,Separable,1,TXT:Sinus rhythm with bigeminal PVCs,31814,3.976576024798915
834,Uninformative,0,,2,0.0002499890629784947
835,Entangled,2,"TXT:Abnormal R-wave progression, early trans; TXT:ST elev, probable normal early repol pat",60216,7.5266707081565185
836,Uninformative,0,,1,0.00012499453148924735
837,Uninformative,0,,159,0.01987413050679033
838,Separable,1,"TXT:Abnormal R-wave progression, early trans",38091,4.761166698956921
839,Uninformative,0,,823,0.10287049941565056
840,Entangled,3,TXT:Probable sinus tachycardia; TXT:Probable supraventricular tachycardia; TXT:Atrial flutter with uncontrolled ventric,22611,2.826251351503372
841,Entangled,2,TXT:Junctional rhythm; TXT:Probable junctional rhythm,33665,4.207940902585512
842,Uninformative,0,,21651,2.706256601273694
843,Uninformative,0,,1,0.00012499453148924735
844,Uninformative,0,,21756,2.719381027080065
845,Uninformative,0,,23677,2.9594955220709096
846,Uninformative,0,,6323,0.7903404226065109
847,Uninformative,0,,3,0.000374983594467742
